rt	stimulus	response	trial_type	trial_index	time_elapsed	internal_node_id	slider_start	accuracy	participant_id	ctime
12992	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	12	html-slider-response	10	123810	0.0-1.0-0.9	50	NA	8136b6db-8f3e-4e4e-9c82-23226acd6e11	2023-08-15 14:12:28 CEST
28481	NA	{""P0_Q0"":null,""age"":""36"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	152431	0.0-2.0	NA	[]	8136b6db-8f3e-4e4e-9c82-23226acd6e11	2023-08-15 14:12:28 CEST
10906	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	10923	0.0-0.0	NA	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
12908	<b>Oliver:</b><em> What about Linda? Why is she pouting?</em><br> <b>Nina:</b><em> She discovered that Danny ate the last cupcake.</em> <br> <br> <br> How natural is Nina's answer to Oliver's question?	74	html-slider-response	1	23833	0.0-1.0-0.0	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
6258	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	100	html-slider-response	2	30093	0.0-1.0-0.1	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
7631	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	3	37725	0.0-1.0-0.2	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
5413	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	0	html-slider-response	4	43138	0.0-1.0-0.3	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
9466	<b>Daniel:</b><em> What about Tony? What did he do?</em><br> <b>Charlie:</b><em> Jessica said that he had a drink last night.</em> <br> <br> <br> How natural is Charlie's answer to Daniel's question?	100	html-slider-response	5	52605	0.0-1.0-0.4	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
8326	<b>Leo:</b><em> What about Jackson? What did he do?</em><br> <b>Chole:</b><em> Patricia is right that he ran 10 miles.</em> <br> <br> <br> How natural is Chole's answer to Leo's question?	90	html-slider-response	6	60932	0.0-1.0-0.5	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
5530	<b>Ken:</b><em> What about Mia? What did she do?</em><br> <b>Nora:</b><em> David knows that she drank two cocktails last night.</em> <br> <br> <br> How natural is Nora's answer to Ken's question?	67	html-slider-response	7	66464	0.0-1.0-0.6	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
4613	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	100	html-slider-response	8	71078	0.0-1.0-0.7	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
7876	<b>Isabel:</b><em> What about Patrick? Why is he angry?</em><br> <b>Charlotte:</b><em> He thinks that Sophia got a tattoo.</em> <br> <br> <br> How natural is Charlotte's answer to Isabel's question?	100	html-slider-response	9	78955	0.0-1.0-0.8	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
7869	<b>Dawn:</b><em> What about James? Why is he annoyed?</em><br> <b>Jack:</b><em> He confessed that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is Jack's answer to Dawn's question?	74	html-slider-response	10	86825	0.0-1.0-0.9	50	NA	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
12443	NA	{""P0_Q0"":null,""age"":""31"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	99380	0.0-2.0	NA	[]	8122f8f0-6eda-47e0-9553-e31c6da60b29	2023-08-15 14:23:36 CEST
