response,participantID,age,gender,language,amE,comments,expression,cc
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",medial NRRC,broke the plate
0.99,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",confirm,saw the murder
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",NAI MC,control
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",final NRRC,lost his key
1,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",be right,bought a new car
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",confess,ate the last cupcake
1,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",AI MC,control
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",discover,stole the money
0,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",know,cheated on his wife
0,38,31,female,English,AmE,""":""""}",final NRRC,saw the murder
0,38,31,female,English,AmE,""":""""}",confess,lost his key
1,38,31,female,English,AmE,""":""""}",AI MC,control
1,38,31,female,English,AmE,""":""""}",be right,bought a new car
0,38,31,female,English,AmE,""":""""}",NAI MC,control
0,38,31,female,English,AmE,""":""""}",discover,ate the last cupcake
0,38,31,female,English,AmE,""":""""}",confirm,stole the money
0,38,31,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0,38,31,female,English,AmE,""":""""}",know,broke the plate
0.13,17,40,male,English,AmE,""":""""}",final NRRC,broke the plate
0.51,17,40,male,English,AmE,""":""""}",confess,stole the money
0,17,40,male,English,AmE,""":""""}",NAI MC,control
0.19,17,40,male,English,AmE,""":""""}",know,lost his key
0.94,17,40,male,English,AmE,""":""""}",AI MC,control
0.13,17,40,male,English,AmE,""":""""}",discover,bought a new car
0.57,17,40,male,English,AmE,""":""""}",be right,saw the murder
0.61,17,40,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.12,17,40,male,English,AmE,""":""""}",medial NRRC,cheated on his wife
0,5,23,female,English,AmE,""":""""}",medial NRRC,broke the plate
1,5,23,female,English,AmE,""":""""}",AI MC,control
0,5,23,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0,5,23,female,English,AmE,""":""""}",discover,bought a new car
1,5,23,female,English,AmE,""":""""}",be right,saw the murder
0,5,23,female,English,AmE,""":""""}",NAI MC,control
0.5,5,23,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.53,5,23,female,English,AmE,""":""""}",confess,stole the money
0,5,23,female,English,AmE,""":""""}",know,lost his key
1,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",AI MC,control
0.16,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",confess,lost his key
0,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",medial NRRC,ate the last cupcake
1,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",confirm,saw the murder
0.73,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",be right,stole the money
0.21,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",discover,cheated on his wife
0,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",NAI MC,control
0,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",final NRRC,bought a new car
1,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",know,broke the plate
0.69,29,24,non-binary,English,AmE,""":""""}",confirm,cheated on his wife
0.61,29,24,non-binary,English,AmE,""":""""}",confess,bought a new car
0.61,29,24,non-binary,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.77,29,24,non-binary,English,AmE,""":""""}",be right,saw the murder
0,29,24,non-binary,English,AmE,""":""""}",NAI MC,control
1,29,24,non-binary,English,AmE,""":""""}",AI MC,control
0,29,24,non-binary,English,AmE,""":""""}",medial NRRC,stole the money
0,29,24,non-binary,English,AmE,""":""""}",know,broke the plate
0,29,24,non-binary,English,AmE,""":""""}",discover,lost his key
1,45,63,female,English,AmE,""":""N/A\n""}",discover,stole the money
0.81,45,63,female,English,AmE,""":""N/A\n""}",final NRRC,saw the murder
1,45,63,female,English,AmE,""":""N/A\n""}",AI MC,control
0.89,45,63,female,English,AmE,""":""N/A\n""}",know,broke the plate
0.61,45,63,female,English,AmE,""":""N/A\n""}",be right,bought a new car
0.15,45,63,female,English,AmE,""":""N/A\n""}",medial NRRC,ate the last cupcake
0.89,45,63,female,English,AmE,""":""N/A\n""}",confirm,cheated on his wife
0,45,63,female,English,AmE,""":""N/A\n""}",NAI MC,control
0.24,45,63,female,English,AmE,""":""N/A\n""}",confess,lost his key
1,46,28,male,English,AmE,""":""""}",AI MC,control
0,46,28,male,English,AmE,""":""""}",medial NRRC,broke the plate
0,46,28,male,English,AmE,""":""""}",be right,stole the money
0,46,28,male,English,AmE,""":""""}",final NRRC,bought a new car
0.25,46,28,male,English,AmE,""":""""}",confirm,cheated on his wife
0,46,28,male,English,AmE,""":""""}",NAI MC,control
0,46,28,male,English,AmE,""":""""}",know,saw the murder
0,46,28,male,English,AmE,""":""""}",discover,ate the last cupcake
0.15,46,28,male,English,AmE,""":""""}",confess,lost his key
0,48,54,male,English,AmE,""":""""}",NAI MC,control
0,48,54,male,English,AmE,""":""""}",know,saw the murder
1,48,54,male,English,AmE,""":""""}",be right,stole the money
0.19,48,54,male,English,AmE,""":""""}",confirm,bought a new car
0,48,54,male,English,AmE,""":""""}",medial NRRC,lost his key
0.17,48,54,male,English,AmE,""":""""}",confess,ate the last cupcake
1,48,54,male,English,AmE,""":""""}",AI MC,control
0,48,54,male,English,AmE,""":""""}",discover,cheated on his wife
0,48,54,male,English,AmE,""":""""}",final NRRC,broke the plate
0,58,41,male,English,AmE,""":""none""}",NAI MC,control
0,58,41,male,English,AmE,""":""none""}",medial NRRC,broke the plate
1,58,41,male,English,AmE,""":""none""}",discover,bought a new car
1,58,41,male,English,AmE,""":""none""}",final NRRC,cheated on his wife
0,58,41,male,English,AmE,""":""none""}",confess,lost his key
1,58,41,male,English,AmE,""":""none""}",know,stole the money
1,58,41,male,English,AmE,""":""none""}",AI MC,control
0,58,41,male,English,AmE,""":""none""}",confirm,ate the last cupcake
1,58,41,male,English,AmE,""":""none""}",be right,saw the murder
0,44,40,female,English,AmE,""":""""}",know,broke the plate
0.03,44,40,female,English,AmE,""":""""}",final NRRC,saw the murder
0,44,40,female,English,AmE,""":""""}",NAI MC,control
0.1,44,40,female,English,AmE,""":""""}",medial NRRC,bought a new car
0,44,40,female,English,AmE,""":""""}",discover,stole the money
0.11,44,40,female,English,AmE,""":""""}",confess,ate the last cupcake
0.89,44,40,female,English,AmE,""":""""}",be right,lost his key
0.38,44,40,female,English,AmE,""":""""}",confirm,cheated on his wife
1,44,40,female,English,AmE,""":""""}",AI MC,control
0,76,48,female,English,AmE,""":""""}",confess,saw the murder
0,76,48,female,English,AmE,""":""""}",NAI MC,control
1,76,48,female,English,AmE,""":""""}",be right,cheated on his wife
0,76,48,female,English,AmE,""":""""}",medial NRRC,lost his key
0,76,48,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,76,48,female,English,AmE,""":""""}",confirm,stole the money
0,76,48,female,English,AmE,""":""""}",discover,bought a new car
0,76,48,female,English,AmE,""":""""}",know,broke the plate
1,76,48,female,English,AmE,""":""""}",AI MC,control
1,53,65,female,English,AmE,""":""""}",AI MC,control
0,53,65,female,English,AmE,""":""""}",final NRRC,saw the murder
1,53,65,female,English,AmE,""":""""}",confirm,stole the money
0.23,53,65,female,English,AmE,""":""""}",confess,ate the last cupcake
0,53,65,female,English,AmE,""":""""}",know,bought a new car
0,53,65,female,English,AmE,""":""""}",medial NRRC,broke the plate
0,53,65,female,English,AmE,""":""""}",NAI MC,control
1,53,65,female,English,AmE,""":""""}",be right,cheated on his wife
0,53,65,female,English,AmE,""":""""}",discover,lost his key
0.23,30,32,female,English,AmE,""":""""}",know,lost his key
0.14,30,32,female,English,AmE,""":""""}",medial NRRC,stole the money
1,30,32,female,English,AmE,""":""""}",AI MC,control
0.35,30,32,female,English,AmE,""":""""}",discover,ate the last cupcake
0.78,30,32,female,English,AmE,""":""""}",be right,broke the plate
0.35,30,32,female,English,AmE,""":""""}",final NRRC,saw the murder
0.44,30,32,female,English,AmE,""":""""}",confess,bought a new car
0.63,30,32,female,English,AmE,""":""""}",confirm,cheated on his wife
0,30,32,female,English,AmE,""":""""}",NAI MC,control
0.04,70,34,female,English,AmE,""":""""}",final NRRC,stole the money
0.14,70,34,female,English,AmE,""":""""}",confess,cheated on his wife
0.95,70,34,female,English,AmE,""":""""}",AI MC,control
0.15,70,34,female,English,AmE,""":""""}",know,ate the last cupcake
0.11,70,34,female,English,AmE,""":""""}",medial NRRC,bought a new car
0.01,70,34,female,English,AmE,""":""""}",NAI MC,control
0.49,70,34,female,English,AmE,""":""""}",confirm,broke the plate
0.14,70,34,female,English,AmE,""":""""}",discover,lost his key
0.66,70,34,female,English,AmE,""":""""}",be right,saw the murder
0,52,38,male,English,AmE,""":""None""}",final NRRC,saw the murder
0,52,38,male,English,AmE,""":""None""}",discover,stole the money
1,52,38,male,English,AmE,""":""None""}",be right,broke the plate
0,52,38,male,English,AmE,""":""None""}",medial NRRC,cheated on his wife
0,52,38,male,English,AmE,""":""None""}",NAI MC,control
1,52,38,male,English,AmE,""":""None""}",confirm,lost his key
1,52,38,male,English,AmE,""":""None""}",confess,ate the last cupcake
1,52,38,male,English,AmE,""":""None""}",AI MC,control
0,52,38,male,English,AmE,""":""None""}",know,bought a new car
0,14,52,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0.33,14,52,female,English,AmE,""":""""}",discover,broke the plate
0.14,14,52,female,English,AmE,""":""""}",confess,lost his key
0.94,14,52,female,English,AmE,""":""""}",be right,bought a new car
0.05,14,52,female,English,AmE,""":""""}",know,ate the last cupcake
1,14,52,female,English,AmE,""":""""}",AI MC,control
0,14,52,female,English,AmE,""":""""}",NAI MC,control
0,14,52,female,English,AmE,""":""""}",medial NRRC,stole the money
1,14,52,female,English,AmE,""":""""}",confirm,saw the murder
0.81,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confirm,stole the money
0,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",NAI MC,control
0.14,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",know,bought a new car
1,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",AI MC,control
0.2,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",final NRRC,cheated on his wife
0.16,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",medial NRRC,lost his key
0.15,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confess,broke the plate
0.49,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",be right,saw the murder
0.77,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",discover,ate the last cupcake
1,26,23,female,English,AmE,""":""""}",AI MC,control
0.96,26,23,female,English,AmE,""":""""}",confess,stole the money
1,26,23,female,English,AmE,""":""""}",discover,ate the last cupcake
0.04,26,23,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0,26,23,female,English,AmE,""":""""}",NAI MC,control
0.02,26,23,female,English,AmE,""":""""}",know,bought a new car
0.95,26,23,female,English,AmE,""":""""}",confirm,saw the murder
0.93,26,23,female,English,AmE,""":""""}",be right,broke the plate
0.03,26,23,female,English,AmE,""":""""}",medial NRRC,lost his key
0.11,54,47,female,English,AmE,""":""""}",final NRRC,stole the money
0,54,47,female,English,AmE,""":""""}",know,ate the last cupcake
0.07,54,47,female,English,AmE,""":""""}",confess,broke the plate
0,54,47,female,English,AmE,""":""""}",NAI MC,control
0.01,54,47,female,English,AmE,""":""""}",medial NRRC,bought a new car
1,54,47,female,English,AmE,""":""""}",AI MC,control
0.01,54,47,female,English,AmE,""":""""}",confirm,lost his key
0,54,47,female,English,AmE,""":""""}",discover,saw the murder
1,54,47,female,English,AmE,""":""""}",be right,cheated on his wife
0.61,75,24,female,English,AmE,""":""""}",confess,saw the murder
0.29,75,24,female,English,AmE,""":""""}",medial NRRC,stole the money
0.08,75,24,female,English,AmE,""":""""}",NAI MC,control
1,75,24,female,English,AmE,""":""""}",be right,ate the last cupcake
0.14,75,24,female,English,AmE,""":""""}",know,broke the plate
1,75,24,female,English,AmE,""":""""}",confirm,bought a new car
1,75,24,female,English,AmE,""":""""}",AI MC,control
0.3,75,24,female,English,AmE,""":""""}",discover,cheated on his wife
0.22,75,24,female,English,AmE,""":""""}",final NRRC,lost his key
1,34,29,female,English,AmE,""":""""}",confirm,broke the plate
0.77,34,29,female,English,AmE,""":""""}",confess,saw the murder
1,34,29,female,English,AmE,""":""""}",AI MC,control
0,34,29,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,34,29,female,English,AmE,""":""""}",know,cheated on his wife
0,34,29,female,English,AmE,""":""""}",final NRRC,bought a new car
0,34,29,female,English,AmE,""":""""}",NAI MC,control
1,34,29,female,English,AmE,""":""""}",be right,lost his key
0,34,29,female,English,AmE,""":""""}",discover,stole the money
0,72,26,male,English,AmE,""":""""}",discover,cheated on his wife
0,72,26,male,English,AmE,""":""""}",be right,stole the money
0,72,26,male,English,AmE,""":""""}",know,saw the murder
0,72,26,male,English,AmE,""":""""}",final NRRC,broke the plate
0,72,26,male,English,AmE,""":""""}",NAI MC,control
0,72,26,male,English,AmE,""":""""}",confirm,ate the last cupcake
0,72,26,male,English,AmE,""":""""}",medial NRRC,bought a new car
0,72,26,male,English,AmE,""":""""}",confess,lost his key
1,72,26,male,English,AmE,""":""""}",AI MC,control
1,4,53,female,English,AmE,""":""""}",AI MC,control
1,4,53,female,English,AmE,""":""""}",confirm,bought a new car
1,4,53,female,English,AmE,""":""""}",discover,saw the murder
0,4,53,female,English,AmE,""":""""}",medial NRRC,lost his key
0,4,53,female,English,AmE,""":""""}",NAI MC,control
1,4,53,female,English,AmE,""":""""}",be right,stole the money
0,4,53,female,English,AmE,""":""""}",know,broke the plate
0,4,53,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
