response,trial_index,trial_type,participantID,age,gender,language,amE,comments,expression,cc
0.77,9,html-slider-response,78,52,preferNoToSay,English,AmE,""":""""}",confess,stole the money
0.82,10,html-slider-response,78,52,preferNoToSay,English,AmE,""":""""}",be right,ate the last cupcake
0.75,11,html-slider-response,78,52,preferNoToSay,English,AmE,""":""""}",fnrrc,lost his key
0.78,3,html-slider-response,57,41,male,English,AmE,""":""""}",fnrrc,lost his key
0.88,4,html-slider-response,57,41,male,English,AmE,""":""""}",discover,ate the last cupcake
0.57,6,html-slider-response,57,41,male,English,AmE,""":""""}",confess,bought a new car
0.67,7,html-slider-response,57,41,male,English,AmE,""":""""}",confirm,cheated on his wife
0.69,8,html-slider-response,57,41,male,English,AmE,""":""""}",mnrrc,stole the money
0.88,9,html-slider-response,57,41,male,English,AmE,""":""""}",know,broke the plate
0.62,11,html-slider-response,57,41,male,English,AmE,""":""""}",be right,saw the murder
1,4,html-slider-response,23,48,female,English,AmE,""":""""}",confirm,cheated on his wife
1,5,html-slider-response,23,48,female,English,AmE,""":""""}",be right,lost his key
1,6,html-slider-response,23,48,female,English,AmE,""":""""}",know,stole the money
0.72,7,html-slider-response,23,48,female,English,AmE,""":""""}",mnrrc,bought a new car
1,8,html-slider-response,23,48,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
1,9,html-slider-response,23,48,female,English,AmE,""":""""}",discover,broke the plate
1,10,html-slider-response,23,48,female,English,AmE,""":""""}",confess,saw the murder
1,3,html-slider-response,67,23,male,English,AmE,""":""""}",be right,cheated on his wife
0.22,4,html-slider-response,67,23,male,English,AmE,""":""""}",discover,bought a new car
0.15,5,html-slider-response,67,23,male,English,AmE,""":""""}",mnrrc,lost his key
0.63,7,html-slider-response,67,23,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.72,8,html-slider-response,67,23,male,English,AmE,""":""""}",confess,broke the plate
0.68,9,html-slider-response,67,23,male,English,AmE,""":""""}",confirm,saw the murder
1,10,html-slider-response,67,23,male,English,AmE,""":""""}",know,stole the money
0.73,5,html-slider-response,16,66,female,English,AmE,""":""""}",discover,bought a new car
0.45,6,html-slider-response,16,66,female,English,AmE,""":""""}",mnrrc,broke the plate
0.66,7,html-slider-response,16,66,female,English,AmE,""":""""}",confess,saw the murder
0.6,8,html-slider-response,16,66,female,English,AmE,""":""""}",fnrrc,lost his key
0.64,9,html-slider-response,16,66,female,English,AmE,""":""""}",confirm,cheated on his wife
0.66,10,html-slider-response,16,66,female,English,AmE,""":""""}",know,stole the money
0.09,11,html-slider-response,16,66,female,English,AmE,""":""""}",be right,ate the last cupcake
0,3,html-slider-response,50,33,male,English,AmE,".""}",fnrrc,stole the money
0,4,html-slider-response,50,33,male,English,AmE,".""}",mnrrc,bought a new car
0,5,html-slider-response,50,33,male,English,AmE,".""}",confess,ate the last cupcake
0,6,html-slider-response,50,33,male,English,AmE,".""}",know,cheated on his wife
0,7,html-slider-response,50,33,male,English,AmE,".""}",discover,saw the murder
0.68,10,html-slider-response,50,33,male,English,AmE,".""}",confirm,lost his key
0.65,11,html-slider-response,50,33,male,English,AmE,".""}",be right,broke the plate
0.61,4,html-slider-response,8,25,male,English,AmE,""":""""}",confess,lost his key
0.82,5,html-slider-response,8,25,male,English,AmE,""":""""}",be right,broke the plate
0.83,6,html-slider-response,8,25,male,English,AmE,""":""""}",know,stole the money
0.61,8,html-slider-response,8,25,male,English,AmE,""":""""}",fnrrc,saw the murder
0.88,9,html-slider-response,8,25,male,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.76,10,html-slider-response,8,25,male,English,AmE,""":""""}",discover,cheated on his wife
0.75,11,html-slider-response,8,25,male,English,AmE,""":""""}",confirm,bought a new car
1,3,html-slider-response,64,38,female,English,AmE,""":""""}",confess,bought a new car
1,4,html-slider-response,64,38,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
1,5,html-slider-response,64,38,female,English,AmE,""":""""}",know,stole the money
1,6,html-slider-response,64,38,female,English,AmE,""":""""}",be right,cheated on his wife
1,7,html-slider-response,64,38,female,English,AmE,""":""""}",discover,saw the murder
1,9,html-slider-response,64,38,female,English,AmE,""":""""}",fnrrc,broke the plate
1,11,html-slider-response,64,38,female,English,AmE,""":""""}",confirm,lost his key
0.77,3,html-slider-response,56,41,female,English,AmE,""":""""}",fnrrc,stole the money
0.82,4,html-slider-response,56,41,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.88,6,html-slider-response,56,41,female,English,AmE,""":""""}",confess,lost his key
0.86,7,html-slider-response,56,41,female,English,AmE,""":""""}",know,broke the plate
1,8,html-slider-response,56,41,female,English,AmE,""":""""}",discover,cheated on his wife
1,9,html-slider-response,56,41,female,English,AmE,""":""""}",be right,bought a new car
1,11,html-slider-response,56,41,female,English,AmE,""":""""}",confirm,saw the murder
1,3,html-slider-response,48,31,non-binary,English,AmE,""":""""}",confirm,bought a new car
1,4,html-slider-response,48,31,non-binary,English,AmE,""":""""}",discover,cheated on his wife
0.8,5,html-slider-response,48,31,non-binary,English,AmE,""":""""}",be right,lost his key
0.03,7,html-slider-response,48,31,non-binary,English,AmE,""":""""}",confess,saw the murder
0.12,8,html-slider-response,48,31,non-binary,English,AmE,""":""""}",fnrrc,broke the plate
0.13,10,html-slider-response,48,31,non-binary,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.86,11,html-slider-response,48,31,non-binary,English,AmE,""":""""}",know,stole the money
1,3,html-slider-response,10,52,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.34,6,html-slider-response,10,52,female,English,AmE,""":""""}",mnrrc,broke the plate
0.82,7,html-slider-response,10,52,female,English,AmE,""":""""}",be right,cheated on his wife
0.59,8,html-slider-response,10,52,female,English,AmE,""":""""}",discover,saw the murder
0.69,9,html-slider-response,10,52,female,English,AmE,""":""""}",confirm,bought a new car
0.93,10,html-slider-response,10,52,female,English,AmE,""":""""}",know,lost his key
0.95,11,html-slider-response,10,52,female,English,AmE,""":""""}",confess,stole the money
0.93,3,html-slider-response,14,22,female,English,AmE,""":""""}",discover,bought a new car
0.94,4,html-slider-response,14,22,female,English,AmE,""":""""}",confess,cheated on his wife
0.78,6,html-slider-response,14,22,female,English,AmE,""":""""}",mnrrc,stole the money
0.65,8,html-slider-response,14,22,female,English,AmE,""":""""}",fnrrc,broke the plate
1,9,html-slider-response,14,22,female,English,AmE,""":""""}",be right,ate the last cupcake
0.62,10,html-slider-response,14,22,female,English,AmE,""":""""}",confirm,lost his key
1,11,html-slider-response,14,22,female,English,AmE,""":""""}",know,saw the murder
0.92,4,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",discover,cheated on his wife
0.89,5,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",fnrrc,saw the murder
