rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,slider_start,accuracy,participant_id,ctime
5239,56,html-slider-response,11,83610,0.0-2.0-0.8,NA,"<b>Nina:</b><em> Raul, who cheated on his wife, feels guilty.</em><br> <b>Bob:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is Bob's rejection of Nina's utterance?",50,NA,76848828-bf26-4e59-a008-d720c09e3c32,2024-07-19 16:26:27 CEST
11613,"{""P0_Q0"":null,""age"":""54"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,95277,0.0-3.0,NA,NA,NA,[],76848828-bf26-4e59-a008-d720c09e3c32,2024-07-19 16:26:27 CEST
9856,"{""Q0"":""Mary""}",survey-text,0,9866,0.0-0.0-0.0,TRUE,NA,NA,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
1465,0,html-button-response,1,11331,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
32615,0,html-button-response,2,43947,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy makes a statement and Lenny rejects it.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens doesn't like hiking. </i> <br> <b>Lenny</b>: <i> No, he likes hiking. </i> </p>  <p style='text-align:left'>We ask you to rate the naturalness of the rejection. You will give your response on a slider marked 'totally natural' at one end and 'totally unnatural' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
18085,74,html-slider-response,3,62033,0.0-2.0-0.0,NA,"<b>Frank:</b><em> Patricia discovered that Dustin lost his key.</em><br> <b>Leo:</b><em>  No, he didn't lose his key.</em> <br> <br> How natural is Leo's rejection of Frank's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
4311,0,html-slider-response,4,66345,0.0-2.0-0.1,NA,"<b>Robert:</b><em> Betsy has a cat.</em><br> <b>Maximilian:</b><em> No, she doesn't like apples.</em> <br> <br> How natural is Maximilian's rejection of Robert's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
12167,100,html-slider-response,5,78513,0.0-2.0-0.2,NA,"<b>Nora:</b><em> Jack, who saw the murder, ran away.</em><br> <b>Clare:</b><em>  No, he didn't see the murder.</em> <br> <br> How natural is Clare's rejection of Nora's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
6395,82,html-slider-response,6,84909,0.0-2.0-0.3,NA,"<b>Charlie:</b><em> Mia confirmed that Greg bought a new car.</em><br> <b>Vincent:</b><em>  No, he didn't buy a new car.</em> <br> <br> How natural is Vincent's rejection of Charlie's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
9000,84,html-slider-response,7,93909,0.0-2.0-0.4,NA,"<b>Grace:</b><em> Emma is right that Raul cheated on his wife.</em><br> <b>William:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is William's rejection of Grace's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
4992,78,html-slider-response,8,98901,0.0-2.0-0.5,NA,"<b>Mary:</b><em> Arthur took a French course.</em><br> <b>Lily:</b><em> No, he took a Spanish course.</em> <br> <br> How natural is Lily's rejection of Mary's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
6647,83,html-slider-response,9,105549,0.0-2.0-0.6,NA,"<b>Steven:</b><em> Linda knows that Danny ate the last cupcake.</em><br> <b>Dawn:</b><em>  No, he didn't eat the last cupcake.</em> <br> <br> How natural is Dawn's rejection of Steven's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
13201,87,html-slider-response,10,118750,0.0-2.0-0.7,NA,"<b>Nina:</b><em> Tony confessed that Lucy broke the plate.</em><br> <b>Charlotte:</b><em>  No, she didn't break the plate.</em> <br> <br> How natural is Charlotte's rejection of Nina's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
8202,87,html-slider-response,11,126952,0.0-2.0-0.8,NA,"<b>Noah:</b><em> The manager reported Ann, who stole the money.</em><br> <b>Chloe:</b><em>  No, she didn't steal the money.</em> <br> <br> How natural is Chloe's rejection of Noah's utterance?",50,NA,4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
106301,"{""P0_Q0"":null,""age"":""37"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""I couldn't figure out if I was judging on the harshness of the rejection or the naturalness of the rejection. Which are 2 different things to me. Thank you,""}",survey,12,233287,0.0-3.0,NA,NA,NA,[],4f26c3b2-0302-49bf-a87c-4a0f49dd77ad,2024-07-19 16:30:07 CEST
5460,"{""Q0"":""Mary""}",survey-text,0,5469,0.0-0.0-0.0,TRUE,NA,NA,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
1525,0,html-button-response,1,6995,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
1409,0,html-button-response,2,8405,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy makes a statement and Lenny rejects it.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens doesn't like hiking. </i> <br> <b>Lenny</b>: <i> No, he likes hiking. </i> </p>  <p style='text-align:left'>We ask you to rate the naturalness of the rejection. You will give your response on a slider marked 'totally natural' at one end and 'totally unnatural' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
14895,94,html-slider-response,3,23299,0.0-2.0-0.0,NA,"<b>Nora:</b><em> The neighbor envies Greg, who bought a new car.</em><br> <b>Alice:</b><em>  No, he didn't buy a new car.</em> <br> <br> How natural is Alice's rejection of Nora's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
6575,0,html-slider-response,4,29877,0.0-2.0-0.1,NA,"<b>Robert:</b><em> Betsy has a cat.</em><br> <b>Maximilian:</b><em> No, she doesn't like apples.</em> <br> <br> How natural is Maximilian's rejection of Robert's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
4319,100,html-slider-response,5,34197,0.0-2.0-0.2,NA,"<b>Mary:</b><em> Arthur took a French course.</em><br> <b>Lily:</b><em> No, he took a Spanish course.</em> <br> <br> How natural is Lily's rejection of Mary's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
3876,100,html-slider-response,6,38074,0.0-2.0-0.3,NA,"<b>Noah:</b><em> Tony discovered that Lucy broke the plate.</em><br> <b>Bob:</b><em>  No, she didn't break the plate.</em> <br> <br> How natural is Bob's rejection of Noah's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
6944,100,html-slider-response,7,45020,0.0-2.0-0.4,NA,"<b>Grace:</b><em> Danny, who ate the last cupcake, has a sweet tooth.</em><br> <b>Leo:</b><em>  No, he didn't eat the last cupcake.</em> <br> <br> How natural is Leo's rejection of Grace's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
5804,100,html-slider-response,8,50825,0.0-2.0-0.5,NA,"<b>Frank:</b><em> Patricia is right that Dustin lost his key.</em><br> <b>Charlie:</b><em>  No, he didn't lose his key.</em> <br> <br> How natural is Charlie's rejection of Frank's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
6164,100,html-slider-response,9,56989,0.0-2.0-0.6,NA,"<b>Isabel:</b><em> David confirmed that Ann stole the money.</em><br> <b>William:</b><em>  No, she didn't steal the money.</em> <br> <br> How natural is William's rejection of Isabel's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
3696,100,html-slider-response,10,60687,0.0-2.0-0.7,NA,"<b>Dawn:</b><em> Emma confessed that Raul cheated on his wife.</em><br> <b>Vincent:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is Vincent's rejection of Dawn's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
3262,100,html-slider-response,11,63949,0.0-2.0-0.8,NA,"<b>Charlotte:</b><em> Sophia knows that Jack saw the murder.</em><br> <b>Nina:</b><em>  No, he didn't see the murder.</em> <br> <br> How natural is Nina's rejection of Charlotte's utterance?",50,NA,3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
7141,"{""P0_Q0"":null,""age"":""19"",""gender"":""male"",""language"":""yes"",""amE"":""no"",""comments"":""""}",survey,12,71115,0.0-3.0,NA,NA,NA,[],3177e5d0-0181-45a6-989f-793504a4fe38,2024-07-19 16:30:49 CEST
21611,"{""Q0"":""Margaret""}",survey-text,0,21627,0.0-0.0-0.0,TRUE,NA,NA,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
2538,0,html-button-response,1,24167,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
3232,0,html-button-response,2,27400,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy makes a statement and Lenny rejects it.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens doesn't like hiking. </i> <br> <b>Lenny</b>: <i> No, he likes hiking. </i> </p>  <p style='text-align:left'>We ask you to rate the naturalness of the rejection. You will give your response on a slider marked 'totally natural' at one end and 'totally unnatural' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
17499,0,html-slider-response,3,44900,0.0-2.0-0.0,NA,"<b>Robert:</b><em> Betsy has a cat.</em><br> <b>Maximilian:</b><em> No, she doesn't like apples.</em> <br> <br> How natural is Maximilian's rejection of Robert's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
15823,100,html-slider-response,4,60725,0.0-2.0-0.1,NA,"<b>Chloe:</b><em> David confirmed that Ann stole the money.</em><br> <b>Charlie:</b><em>  No, she didn't steal the money.</em> <br> <br> How natural is Charlie's rejection of Chloe's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
13043,100,html-slider-response,5,73769,0.0-2.0-0.2,NA,"<b>Frank:</b><em> Sophia confessed that Jack saw the murder.</em><br> <b>Ken:</b><em>  No, he didn't see the murder.</em> <br> <br> How natural is Ken's rejection of Frank's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
10413,100,html-slider-response,6,84183,0.0-2.0-0.3,NA,"<b>Grace:</b><em> Tony knows that Lucy broke the plate.</em><br> <b>Alice:</b><em>  No, she didn't break the plate.</em> <br> <br> How natural is Alice's rejection of Grace's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
13203,95,html-slider-response,7,97387,0.0-2.0-0.4,NA,"<b>Mary:</b><em> Arthur took a French course.</em><br> <b>Lily:</b><em> No, he took a Spanish course.</em> <br> <br> How natural is Lily's rejection of Mary's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
13451,100,html-slider-response,8,110839,0.0-2.0-0.5,NA,"<b>Oliver:</b><em> Greg, who bought a new car, has a driver's license.</em><br> <b>Dawn:</b><em>  No, he didn't buy a new car.</em> <br> <br> How natural is Dawn's rejection of Oliver's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
10205,100,html-slider-response,9,121045,0.0-2.0-0.6,NA,"<b>Leo:</b><em> Ann criticized Raul, who cheated on his wife.</em><br> <b>Vincent:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is Vincent's rejection of Leo's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
12621,50,html-slider-response,10,133667,0.0-2.0-0.7,NA,"<b>Steven:</b><em> Linda is right that Danny ate the last cupcake.</em><br> <b>Isabel:</b><em>  No, he didn't eat the last cupcake.</em> <br> <br> How natural is Isabel's rejection of Steven's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
10273,89,html-slider-response,11,143941,0.0-2.0-0.8,NA,"<b>Nina:</b><em> Patricia discovered that Dustin lost his key.</em><br> <b>Charlotte:</b><em>  No, he didn't lose his key.</em> <br> <br> How natural is Charlotte's rejection of Nina's utterance?",50,NA,be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
17889,"{""P0_Q0"":null,""age"":""58"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,161867,0.0-3.0,NA,NA,NA,[],be6e94f9-d343-46fd-b095-1e0a9f6fe58d,2024-07-19 16:31:12 CEST
9601,"{""Q0"":""Elizabeth""}",survey-text,0,9615,0.0-0.0-0.0,TRUE,NA,NA,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
928,0,html-button-response,1,10544,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
5225,0,html-button-response,2,15769,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy makes a statement and Lenny rejects it.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens doesn't like hiking. </i> <br> <b>Lenny</b>: <i> No, he likes hiking. </i> </p>  <p style='text-align:left'>We ask you to rate the naturalness of the rejection. You will give your response on a slider marked 'totally natural' at one end and 'totally unnatural' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
4749,70,html-slider-response,3,20520,0.0-2.0-0.0,NA,"<b>Steven:</b><em> Emma is right that Raul cheated on his wife.</em><br> <b>Vincent:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is Vincent's rejection of Steven's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
6831,70,html-slider-response,4,27351,0.0-2.0-0.1,NA,"<b>Frank:</b><em> David knows that Ann stole the money.</em><br> <b>Chloe:</b><em>  No, she didn't steal the money.</em> <br> <br> How natural is Chloe's rejection of Frank's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
3837,63,html-slider-response,5,31189,0.0-2.0-0.2,NA,"<b>Charlotte:</b><em> Patricia confirmed that Dustin lost his key.</em><br> <b>Isabel:</b><em>  No, he didn't lose his key.</em> <br> <br> How natural is Isabel's rejection of Charlotte's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
5313,65,html-slider-response,6,36503,0.0-2.0-0.3,NA,"<b>Nina:</b><em> Sophia confessed that Jack saw the murder.</em><br> <b>Nora:</b><em>  No, he didn't see the murder.</em> <br> <br> How natural is Nora's rejection of Nina's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
4527,39,html-slider-response,7,41031,0.0-2.0-0.4,NA,"<b>Leo:</b><em> Danny, who ate the last cupcake, has a sweet tooth.</em><br> <b>Noah:</b><em>  No, he didn't eat the last cupcake.</em> <br> <br> How natural is Noah's rejection of Leo's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
2549,95,html-slider-response,8,43581,0.0-2.0-0.5,NA,"<b>Mary:</b><em> Arthur took a French course.</em><br> <b>Lily:</b><em> No, he took a Spanish course.</em> <br> <br> How natural is Lily's rejection of Mary's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
3815,61,html-slider-response,9,47397,0.0-2.0-0.6,NA,"<b>Grace:</b><em> Mia discovered that Greg bought a new car.</em><br> <b>Clare:</b><em>  No, he didn't buy a new car.</em> <br> <br> How natural is Clare's rejection of Grace's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
2467,0,html-slider-response,10,49866,0.0-2.0-0.7,NA,"<b>Robert:</b><em> Betsy has a cat.</em><br> <b>Maximilian:</b><em> No, she doesn't like apples.</em> <br> <br> How natural is Maximilian's rejection of Robert's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
3339,100,html-slider-response,11,53205,0.0-2.0-0.8,NA,"<b>Dawn:</b><em> The chef scolded Lucy, who broke the plate.</em><br> <b>Charlie:</b><em>  No, she didn't break the plate.</em> <br> <br> How natural is Charlie's rejection of Dawn's utterance?",50,NA,a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
45603,"{""P0_Q0"":null,""age"":""27"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,98846,0.0-3.0,NA,NA,NA,[],a78b436f-1fc1-4357-b945-a2141329525e,2024-07-19 16:31:20 CEST
7128,"{""Q0"":""Patricia""}",survey-text,0,7144,0.0-0.0-0.0,TRUE,NA,NA,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
1398,0,html-button-response,1,8543,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
9025,0,html-button-response,2,17569,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine conversations between two speakers, as in this example, where Candy makes a statement and Lenny rejects it.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens doesn't like hiking. </i> <br> <b>Lenny</b>: <i> No, he likes hiking. </i> </p>  <p style='text-align:left'>We ask you to rate the naturalness of the rejection. You will give your response on a slider marked 'totally natural' at one end and 'totally unnatural' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
7325,90,html-slider-response,3,24894,0.0-2.0-0.0,NA,"<b>Steven:</b><em> David knows that Ann stole the money.</em><br> <b>Grace:</b><em>  No, she didn't steal the money.</em> <br> <br> How natural is Grace's rejection of Steven's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
7726,62,html-slider-response,4,32621,0.0-2.0-0.1,NA,"<b>Nina:</b><em> Sophia is right that Jack saw the murder.</em><br> <b>Noah:</b><em>  No, he didn't see the murder.</em> <br> <br> How natural is Noah's rejection of Nina's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
6362,0,html-slider-response,5,38985,0.0-2.0-0.2,NA,"<b>Robert:</b><em> Betsy has a cat.</em><br> <b>Maximilian:</b><em> No, she doesn't like apples.</em> <br> <br> How natural is Maximilian's rejection of Robert's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
6398,79,html-slider-response,6,45384,0.0-2.0-0.3,NA,"<b>Leo:</b><em> Patricia confessed that Dustin lost his key.</em><br> <b>William:</b><em>  No, he didn't lose his key.</em> <br> <br> How natural is William's rejection of Leo's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
6673,100,html-slider-response,7,52058,0.0-2.0-0.4,NA,"<b>Mary:</b><em> Arthur took a French course.</em><br> <b>Lily:</b><em> No, he took a Spanish course.</em> <br> <br> How natural is Lily's rejection of Mary's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
3851,71,html-slider-response,8,55910,0.0-2.0-0.5,NA,"<b>Isabel:</b><em> Tony discovered that Lucy broke the plate.</em><br> <b>Dawn:</b><em>  No, she didn't break the plate.</em> <br> <br> How natural is Dawn's rejection of Isabel's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
6743,77,html-slider-response,9,62653,0.0-2.0-0.6,NA,"<b>Charlie:</b><em> Danny, who ate the last cupcake, has a sweet tooth.</em><br> <b>Bob:</b><em>  No, he didn't eat the last cupcake.</em> <br> <br> How natural is Bob's rejection of Charlie's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
6266,77,html-slider-response,10,68920,0.0-2.0-0.7,NA,"<b>Clare:</b><em> Ann criticized Raul, who cheated on his wife.</em><br> <b>Vincent:</b><em>  No, he didn't cheat on his wife.</em> <br> <br> How natural is Vincent's rejection of Clare's utterance?",50,NA,c370bb73-7851-4997-ba31-8869f69e5615,2024-07-19 16:34:14 CEST
