rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,slider_start,accuracy,participant_id,ctime
9134,0,html-slider-response,3,26601,0.0-2.0-0.0,NA,"<b>Clare:</b><em> Did Lucy, who broke the plate, apologize?</em> <br> <br> Is Clare asking whether Lucy broke the plate?",50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
5553,0,html-slider-response,4,32155,0.0-2.0-0.1,NA,"<b>Ken:</b><em> Did Lucy forgive Danny, who ate the last cupcake?</em> <br> <br> Is Ken asking whether Danny ate the last cupcake?",50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
7898,100,html-slider-response,5,40054,0.0-2.0-0.2,NA,<b>Oliver:</b><em>  Did Emma confirm that Raul cheated on his wife?</em> <br> <br> Is Oliver asking whether Raul cheated on his wife?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
10780,100,html-slider-response,6,50835,0.0-2.0-0.3,NA,<b>Vincent:</b><em>  Did Patricia confess that Dustin lost his key?</em> <br> <br> Is Vincent asking whether Dustin lost his key?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
4909,0,html-slider-response,7,55745,0.0-2.0-0.4,NA,<b>Robert:</b><em> Does Betsy have a cat?</em> <br> <br> Is Robert asking whether Betsy loves apples?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
6310,100,html-slider-response,8,62056,0.0-2.0-0.5,NA,<b>Mary:</b><em> Did Arthur take a French course?</em> <br> <br> Is Mary asking whether Arthur took a French course?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
8561,100,html-slider-response,9,70618,0.0-2.0-0.6,NA,<b>Charlie:</b><em>  Did David discover that Ann stole the money?</em> <br> <br> Is Charlie asking whether Ann stole the money?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
6833,100,html-slider-response,10,77452,0.0-2.0-0.7,NA,<b>Noah:</b><em>  Is Sophia right that Jack saw the murder?</em> <br> <br> Is Noah asking whether Jack saw the murder?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
8184,33,html-slider-response,11,85637,0.0-2.0-0.8,NA,<b>Alice:</b><em>  Does Mia know that Greg bought a new car?</em> <br> <br> Is Alice asking whether Greg bought a new car?,50,NA,1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
11301,"{""P0_Q0"":null,""age"":""65"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,96979,0.0-3.0,NA,NA,NA,[],1c43d93b-e1d9-4be0-9b5f-0a2553a04367,2024-06-24 12:59:06 CEST
9818,"{""Q0"":""Jessica""}",survey-text,0,9832,0.0-0.0-0.0,TRUE,NA,NA,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
823,0,html-button-response,1,10657,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
16425,0,html-button-response,2,27083,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine questions asked by a speaker, as in this example, where Candy asks a question.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Did Cassandra suggest that the house is big? </i> </p>  <p style='text-align:left'> We then ask you to judge what the speaker is asking about, for example: </p>  <p style='text-align:left'> Is Candy asking whether the house is big? </p>  <p style='text-align:left'>You give your response on a slider marked 'no' at one end and 'yes' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
12286,0,html-slider-response,3,39370,0.0-2.0-0.0,NA,<b>Isabel:</b><em>  Did Mia discover that Greg bought a new car?</em> <br> <br> Is Isabel asking whether Greg bought a new car?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
15515,73,html-slider-response,4,54885,0.0-2.0-0.1,NA,<b>Alice:</b><em>  Did Patricia confirm that Dustin lost his key?</em> <br> <br> Is Alice asking whether Dustin lost his key?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
6659,0,html-slider-response,5,61545,0.0-2.0-0.2,NA,"<b>Vincent:</b><em> Does Raul, who cheated on his wife, feel guilty?</em> <br> <br> Is Vincent asking whether Raul cheated on his wife?",50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
4238,0,html-slider-response,6,65784,0.0-2.0-0.3,NA,<b>Chloe:</b><em>  Does Linda know that Danny ate the last cupcake?</em> <br> <br> Is Chloe asking whether Danny ate the last cupcake?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
4904,0,html-slider-response,7,70689,0.0-2.0-0.4,NA,<b>Robert:</b><em> Does Betsy have a cat?</em> <br> <br> Is Robert asking whether Betsy loves apples?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
5495,100,html-slider-response,8,76185,0.0-2.0-0.5,NA,<b>Mary:</b><em> Did Arthur take a French course?</em> <br> <br> Is Mary asking whether Arthur took a French course?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
5984,0,html-slider-response,9,82170,0.0-2.0-0.6,NA,"<b>Nina:</b><em> Did the police find Jack, who saw the murder?</em> <br> <br> Is Nina asking whether Jack saw the murder?",50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
8147,88,html-slider-response,10,90318,0.0-2.0-0.7,NA,<b>Oliver:</b><em>  Is Tony right that Lucy broke the plate?</em> <br> <br> Is Oliver asking whether Lucy broke the plate?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
11573,20,html-slider-response,11,101892,0.0-2.0-0.8,NA,<b>Noah:</b><em>  Did David confess that Ann stole the money?</em> <br> <br> Is Noah asking whether Ann stole the money?,50,NA,865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
11009,"{""P0_Q0"":null,""age"":""28"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,112950,0.0-3.0,NA,NA,NA,[],865c8eef-4e65-448d-98c9-1685e6317c5e,2024-06-24 13:01:17 CEST
