rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,slider_start,accuracy,participant_id,ctime
1446,0,html-button-response,1,8325,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
13045,0,html-button-response,2,21371,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine questions asked by a speaker, as in this example, where Candy asks a question.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Did Cassandra suggest that the house is big? </i> </p>  <p style='text-align:left'> We then ask you to judge what the speaker is asking about, for example: </p>  <p style='text-align:left'> Is Candy asking whether the house is big? </p>  <p style='text-align:left'>You give your response on a slider marked 'no' at one end and 'yes' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
11031,100,html-slider-response,3,32406,0.0-2.0-0.0,NA,<b>Nina:</b><em>  Did David confess that Ann stole the money?</em> <br> <br> Is Nina asking whether Ann stole the money?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
8136,0,html-slider-response,4,40543,0.0-2.0-0.1,NA,"<b>William:</b><em> Does the neighbor envy Greg, who bought a new car?</em> <br> <br> Is William asking whether Greg bought a new car?",50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
7963,100,html-slider-response,5,48508,0.0-2.0-0.2,NA,<b>Frank:</b><em>  Did Emma confirm that Raul cheated on his wife?</em> <br> <br> Is Frank asking whether Raul cheated on his wife?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
11977,50,html-slider-response,6,60486,0.0-2.0-0.3,NA,<b>Bob:</b><em>  Is Patricia right that Dustin lost his key?</em> <br> <br> Is Bob asking whether Dustin lost his key?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
6003,0,html-slider-response,7,66492,0.0-2.0-0.4,NA,"<b>Isabel:</b><em> Did Lucy, who broke the plate, apologize?</em> <br> <br> Is Isabel asking whether Lucy broke the plate?",50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
30918,49,html-slider-response,8,97412,0.0-2.0-0.5,NA,<b>Nora:</b><em>  Does Linda know that Danny ate the last cupcake?</em> <br> <br> Is Nora asking whether Danny ate the last cupcake?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
7072,0,html-slider-response,9,104485,0.0-2.0-0.6,NA,<b>Robert:</b><em> Does Betsy have a cat?</em> <br> <br> Is Robert asking whether Betsy loves apples?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
4193,100,html-slider-response,10,108679,0.0-2.0-0.7,NA,<b>Mary:</b><em> Did Arthur take a French course?</em> <br> <br> Is Mary asking whether Arthur took a French course?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
7232,51,html-slider-response,11,115913,0.0-2.0-0.8,NA,<b>Alice:</b><em>  Did Sophia discover that Jack saw the murder?</em> <br> <br> Is Alice asking whether Jack saw the murder?,50,NA,bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
15758,"{""P0_Q0"":null,""age"":""34"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,131723,0.0-3.0,NA,NA,NA,[],bd824dbb-681c-4e53-a52a-27ab565c18ba,2024-07-19 15:15:47 CEST
7406,"{""Q0"":""Linda""}",survey-text,0,7418,0.0-0.0-0.0,TRUE,NA,NA,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
1755,0,html-button-response,1,9174,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
25526,0,html-button-response,2,34702,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine questions asked by a speaker, as in this example, where Candy asks a question.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Did Cassandra suggest that the house is big? </i> </p>  <p style='text-align:left'> We then ask you to judge what the speaker is asking about, for example: </p>  <p style='text-align:left'> Is Candy asking whether the house is big? </p>  <p style='text-align:left'>You give your response on a slider marked 'no' at one end and 'yes' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
15190,100,html-slider-response,3,49894,0.0-2.0-0.0,NA,<b>Dawn:</b><em>  Is Sophia right that Jack saw the murder?</em> <br> <br> Is Dawn asking whether Jack saw the murder?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
9191,100,html-slider-response,4,59085,0.0-2.0-0.1,NA,<b>Mary:</b><em> Did Arthur take a French course?</em> <br> <br> Is Mary asking whether Arthur took a French course?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
8983,0,html-slider-response,5,68070,0.0-2.0-0.2,NA,"<b>Frank:</b><em> Did Lucy forgive Danny, who ate the last cupcake?</em> <br> <br> Is Frank asking whether Danny ate the last cupcake?",50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
7911,0,html-slider-response,6,75981,0.0-2.0-0.3,NA,<b>Chloe:</b><em>  Did Patricia confess that Dustin lost his key?</em> <br> <br> Is Chloe asking whether Dustin lost his key?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
4574,0,html-slider-response,7,80557,0.0-2.0-0.4,NA,"<b>Charlie:</b><em> Did Lucy, who broke the plate, apologize?</em> <br> <br> Is Charlie asking whether Lucy broke the plate?",50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
6494,67,html-slider-response,8,87053,0.0-2.0-0.5,NA,<b>Isabel:</b><em>  Did David confirm that Ann stole the money?</em> <br> <br> Is Isabel asking whether Ann stole the money?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
4630,0,html-slider-response,9,91685,0.0-2.0-0.6,NA,<b>Nora:</b><em>  Does Emma know that Raul cheated on his wife?</em> <br> <br> Is Nora asking whether Raul cheated on his wife?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
3863,0,html-slider-response,10,95549,0.0-2.0-0.7,NA,<b>Robert:</b><em> Does Betsy have a cat?</em> <br> <br> Is Robert asking whether Betsy loves apples?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
6823,0,html-slider-response,11,102373,0.0-2.0-0.8,NA,<b>Clare:</b><em>  Did Mia discover that Greg bought a new car?</em> <br> <br> Is Clare asking whether Greg bought a new car?,50,NA,e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
25688,"{""P0_Q0"":null,""age"":""36"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""This was an interesting study.""}",survey,12,128112,0.0-3.0,NA,NA,NA,[],e3701185-7ae1-4212-a3dc-cf9a092f288b,2024-07-19 15:17:14 CEST
18224,"{""Q0"":""Mary""}",survey-text,0,18264,0.0-0.0-0.0,TRUE,NA,NA,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
2511,0,html-button-response,1,20778,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
10558,0,html-button-response,2,31338,0.0-1.0,NA,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine questions asked by a speaker, as in this example, where Candy asks a question.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Did Cassandra suggest that the house is big? </i> </p>  <p style='text-align:left'> We then ask you to judge what the speaker is asking about, for example: </p>  <p style='text-align:left'> Is Candy asking whether the house is big? </p>  <p style='text-align:left'>You give your response on a slider marked 'no' at one end and 'yes' at the other.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
24636,0,html-slider-response,3,55977,0.0-2.0-0.0,NA,<b>Noah:</b><em>  Did Mia discover that Greg bought a new car?</em> <br> <br> Is Noah asking whether Greg bought a new car?,50,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
19583,0,html-slider-response,4,75562,0.0-2.0-0.1,NA,"<b>Vincent:</b><em> Did Ann criticize Raul, who cheated on his wife?</em> <br> <br> Is Vincent asking whether Raul cheated on his wife?",50,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
14938,0,html-slider-response,5,90503,0.0-2.0-0.2,NA,<b>Robert:</b><em> Does Betsy have a cat?</em> <br> <br> Is Robert asking whether Betsy loves apples?,50,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
10978,100,html-slider-response,6,101482,0.0-2.0-0.3,NA,<b>Mary:</b><em> Did Arthur take a French course?</em> <br> <br> Is Mary asking whether Arthur took a French course?,50,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
75833,32,html-slider-response,7,177317,0.0-2.0-0.4,NA,<b>Nina:</b><em>  Did David confirm that Ann stole the money?</em> <br> <br> Is Nina asking whether Ann stole the money?,50,NA,a7571470-cf5b-4beb-8047-992865eaf3d1,2024-07-19 15:20:52 CEST
